product_id,category_id,price
1305861,2053013558920217191,257.38
1307401,2053013558920217191,306.05
1306752,2053013558920217191,741.31
1306523,2053013558920217191,501.17
1306858,2053013558920217191,691.65
1306774,2053013558920217191,746.45
1307188,2053013558920217191,223.92
1307035,2053013558920217191,1013.93
1307303,2053013558920217191,370.41
1307238,2053013558920217191,303.46
1307271,2053013558920217191,321.5
1307255,2053013558920217191,514.79
1307321,2053013558920217191,1273.91
1307236,2053013558920217191,321.5
1307322,2053013558920217191,391.0
1305567,2053013558920217191,288.04
1307329,2053013558920217191,1145.2
1307433,2053013558920217191,385.08
1307279,2053013558920217191,398.72
1306544,2053013558920217191,1029.37
1306995,2053013558920217191,702.46
1307408,2053013558920217191,334.6
1307194,2053013558920217191,823.68
1306183,2053013558920217191,386.08
1307197,2053013558920217191,360.11
1307364,2053013558920217191,424.7
1306355,2053013558920217191,529.74
1307217,2053013558920217191,483.67
1307332,2053013558920217191,1322.81
1307397,2053013558920217191,881.59
1307190,2053013558920217191,386.08
1307312,2053013558920217191,486.24
1305566,2053013558920217191,249.43
1307071,2053013558920217191,642.74
1305889,2053013558920217191,2175.01
1306098,2053013558920217191,527.43
1307168,2053013558920217191,2254.86
1307333,2053013558920217191,1181.01
1307184,2053013558920217191,805.14
1306322,2053013558920217191,566.27
1306108,2053013558920217191,462.33
1307172,2053013558920217191,1287.01
1307179,2053013558920217191,720.71
1306947,2053013558920217191,308.86
1307230,2053013558920217191,1202.86
1305948,2053013558920217191,571.42
1307331,2053013558920217191,457.93
1306755,2053013558920217191,977.89
1307042,2053013558920217191,1472.86
1307180,2053013558920217191,669.23
1306462,2053013558920217191,1029.45
1306918,2053013558920217191,1695.42
1306850,2053013558920217191,433.7
1307325,2053013558920217191,264.87
1307150,2053013558920217191,1091.22
1307437,2053013558920217191,372.98
1307334,2053013558920217191,1299.65
1307318,2053013558920217191,923.83
1306648,2053013558920217191,488.82
1305316,2053013558920217191,706.55
1307327,2053013558920217191,378.13
1307323,2053013558920217191,1034.52
1306895,2053013558920217191,488.79
1307173,2053013558920217191,1763.21
1306741,2053013558920217191,473.37
1304570,2053013558920217191,1091.33
1304937,2053013558920217191,347.24
1306299,2053013558920217191,799.48
1307067,2053013558920217191,252.23
1304106,2053013558920217191,978.07
1306560,2053013558920217191,488.82
1307148,2053013558920217191,1196.76
1306004,2053013558920217191,249.43
1304868,2053013558920217191,1544.42
1306924,2053013558920217191,489.05
1306302,2053013558920217191,460.5
1306742,2053013558920217191,354.96
1305667,2053013558920217191,308.63
1305864,2053013558920217191,499.1
1307264,2053013558920217191,321.73
1306564,2053013558920217191,746.45
1307167,2053013558920217191,550.82
1307154,2053013558920217191,527.17
1307153,2053013558920217191,797.7
1306339,2053013558920217191,514.79
1307328,2053013558920217191,445.06
1306639,2053013558920217191,795.12
1306324,2053013558920217191,630.47
1307138,2053013558920217191,716.26
1307147,2053013558920217191,1405.31
1306467,2053013558920217191,1575.3
1307181,2053013558920217191,518.75
1307177,2053013558920217191,900.9
1306653,2053013558920217191,359.08
1304995,2053013558920217191,180.11
1306285,2053013558920217191,1029.6
1306360,2053013558920217191,772.19
1306522,2053013558920217191,797.7
1306443,2053013558920217191,1243.88
1306253,2053013558920217191,354.96
1307144,2053013558920217191,599.5
1305946,2053013558920217191,604.65
1306927,2053013558920217191,437.33
1306082,2053013558920217191,1073.13
1307022,2053013558920217191,593.29
1307308,2053013558920217191,1196.68
1306759,2053013558920217191,409.25
1307239,2053013558920217191,450.44
1307313,2053013558920217191,524.85
1306921,2053013558920217191,815.95
1307183,2053013558920217191,450.44
1306761,2053013558920217191,452.95
1307182,2053013558920217191,357.77
1307137,2053013558920217191,449.38
1307402,2053013558920217191,472.7
1306278,2053013558920217191,373.16
45500012,2109094148110811752,27.54
1307029,2053013558920217191,1198.83
1306525,2053013558920217191,1000.0
1307232,2053013558920217191,360.34
1307193,2053013558920217191,821.1
1306788,2053013558920217191,1308.4
1307149,2053013558920217191,463.07
1307319,2053013558920217191,905.81
1307393,2053013558920217191,577.85
1307320,2053013558920217191,550.59
1306836,2053013558920217191,342.09
1306094,2053013558920217191,784.91
1306729,2053013558920217191,1285.73
1306445,2053013558920217191,949.81
1307306,2053013558920217191,1142.63
1306571,2053013558920217191,2264.92
1306528,2053013558920217191,1183.3
1306982,2053013558920217191,2059.23
1307367,2053013558920217191,827.47
1306071,2053013558920217191,283.12
1306288,2053013558920217191,741.07
1307260,2053013558920217191,566.04
45500001,2109094148110811752,7.36
1304736,2053013558920217191,337.43
1306394,2053013558920217191,1250.74
1304392,2053013558920217191,180.11
1307314,2053013558920217191,993.33
1307036,2053013558920217191,797.19
1306254,2053013558920217191,595.27
1306196,2053013558920217191,411.59
1307317,2053013558920217191,993.33
1306451,2053013558920217191,1209.79
1307369,2053013558920217191,420.76
1307301,2053013558920217191,475.84
1307355,2053013558920217191,673.5
1306437,2053013558920217191,476.18
1306796,2053013558920217191,314.53
1306787,2053013558920217191,360.34
1306993,2053013558920217191,694.97
1307384,2053013558920217191,355.19
1307056,2053013558920217191,1430.92
1306556,2053013558920217191,926.64
1306316,2053013558920217191,1621.41
1307050,2053013558920217191,1662.57
1305215,2053013558920217191,1261.04
1307058,2053013558920217191,1351.39
1307070,2053013558920217191,386.08
1306952,2053013558920217191,2123.35
1306830,2053013558920217191,669.23
1307072,2053013558920217191,509.41
1307076,2053013558920217191,720.71
1306650,2053013558920217191,434.76
1306951,2053013558920217191,2342.12
1307344,2053013558920217191,540.53
1306100,2053013558920217191,1029.6
1307340,2053013558920217191,334.6
1307053,2053013558920217191,1919.97
1307163,2053013558920217191,780.91
1306631,2053013558920217191,580.89
1304297,2053013558920217191,1261.29
1307341,2053013558920217191,617.75
1307350,2053013558920217191,514.79
1306832,2053013558920217191,1003.63
1307349,2053013558920217191,592.01
1307113,2053013558920217191,919.2
1306661,2053013558920217191,336.77
1307446,2053013558920217191,1158.31
1306182,2053013558920217191,617.75
45500011,2109094148110811752,29.86
1307338,2053013558920217191,849.42
1306922,2053013558920217191,690.65
1306557,2053013558920217191,1287.01
1306772,2053013558920217191,823.65
1306609,2053013558920217191,720.71
1306954,2053013558920217191,694.97
1306558,2053013558920217191,1801.82
1307352,2053013558920217191,463.07
1307345,2053013558920217191,1029.6
1306671,2053013558920217191,1106.59
1306984,2053013558920217191,720.71
1306666,2053013558920217191,766.73
1307015,2053013558920217191,1462.37
1307162,2053013558920217191,880.36
1307346,2053013558920217191,566.04
1306660,2053013558920217191,348.07
1307348,2053013558920217191,694.97
1306651,2053013558920217191,489.05
1304410,2053013558920217191,1673.12
1307451,2053013558920217191,720.71
1307161,2053013558920217191,641.91
1306950,2053013558920217191,643.49
1307339,2053013558920217191,592.01
1307342,2053013558920217191,823.68
1307031,2053013558920217191,522.25
1307445,2053013558920217191,411.83
1306587,2053013558920217191,646.07
1306833,2053013558920217191,617.75
1307112,2053013558920217191,1113.0
1306527,2053013558920217191,951.4
1307441,2053013558920217191,617.75
1306208,2053013558920217191,540.53
1307450,2053013558920217191,643.49
1306607,2053013558920217191,566.27
1306610,2053013558920217191,720.71
1307351,2053013558920217191,437.33
1306417,2053013558920217191,1106.59
1307386,2053013558920217191,388.66
1306611,2053013558920217191,694.97
1307343,2053013558920217191,720.71
1306413,2053013558920217191,759.32
1304859,2053013558920217191,764.49
1306591,2053013558920217191,514.79
1306831,2053013558920217191,720.71
1306834,2053013558920217191,555.97
1306567,2053013558920217191,911.92
1307353,2053013558920217191,437.57
1306358,2053013558920217191,772.19
1306178,2053013558920217191,1544.42
1306583,2053013558920217191,926.64
1306184,2053013558920217191,530.0
1305570,2053013558920217191,2393.86
1306017,2053013558920217191,321.73
1305974,2053013558920217191,2084.71
1307025,2053013558920217191,417.35
1307117,2053013558920217191,556.49
1306586,2053013558920217191,643.49
1307410,2053013558920217191,1683.42
1306140,2053013558920217191,875.16
1307448,2053013558920217191,982.24
1307406,2053013558920217191,566.27
1306588,2053013558920217191,643.49
1307371,2053013558920217191,1275.94
1306608,2053013558920217191,720.71
1307023,2053013558920217191,522.51
1306734,2053013558920217191,1330.77
1306933,2053013558920217191,764.26
1306938,2053013558920217191,816.98
1305096,2053013558920217191,1770.93
1307493,2053013558920217191,1259.72
1306974,2053013558920217191,981.94
1307047,2053013558920217191,1135.14
1307501,2053013558920217191,557.26
1306590,2053013558920217191,978.12
1304579,2053013558920217191,875.16
1306941,2053013558920217191,1209.54
1307496,2053013558920217191,1105.02
1306689,2053013558920217191,514.56
1306632,2053013558920217191,509.64
