product_id,category_id,price
3900860,2053013552326770905,84.69
3900815,2053013552326770905,133.82
3900702,2053013552326770905,115.75
3900002,2053013552326770905,103.18
3900647,2053013552326770905,105.68
3900685,2053013552326770905,99.46
3900776,2053013552326770905,86.1
3900688,2053013552326770905,99.46
3900003,2053013552326770905,120.46
3900493,2053013552326770905,256.36
3900339,2053013552326770905,30.63
3900486,2053013552326770905,210.29
3900552,2053013552326770905,85.95
3900487,2053013552326770905,243.74
3900686,2053013552326770905,108.08
3900821,2053013552326770905,33.2
3900971,2053013552326770905,133.42
3900834,2053013552326770905,39.98
3900663,2053013552326770905,110.48
3900687,2053013552326770905,90.83
3900976,2053013552326770905,107.99
3900774,2053013552326770905,72.85
3900775,2053013552326770905,95.78
3900934,2053013552326770905,138.97
3900633,2053013552326770905,208.47
3901097,2053013552326770905,109.55
3900805,2053013552326770905,85.45
3900990,2053013552326770905,122.12
3900883,2053013552326770905,97.79
3900468,2053013552326770905,92.64
3900898,2053013552326770905,141.55
3900894,2053013552326770905,90.07
3900694,2053013552326770905,94.36
3900703,2053013552326770905,100.18
3900895,2053013552326770905,102.94
3900975,2053013552326770905,112.62
3900283,2053013552326770905,109.63
3901025,2053013552326770905,254.48
3900659,2053013552326770905,140.21
3900485,2053013552326770905,110.54
3901045,2053013552326770905,113.23
3900217,2053013552326770905,90.32
3900896,2053013552326770905,77.2
3900553,2053013552326770905,99.02
3900773,2053013552326770905,61.75
3900879,2053013552326770905,84.94
3900654,2053013552326770905,93.16
3900880,2053013552326770905,97.79
3900713,2053013552326770905,115.81
3900986,2053013552326770905,119.53
3900058,2053013552326770905,123.53
3900980,2053013552326770905,200.75
3900833,2053013552326770905,77.22
3900554,2053013552326770905,85.38
3900837,2053013552326770905,76.89
3900657,2053013552326770905,105.09
3900648,2053013552326770905,114.75
3900755,2053013552326770905,107.81
3900985,2053013552326770905,126.77
3900839,2053013552326770905,115.53
3901089,2053013552326770905,118.11
3900802,2053013552326770905,527.68
3900746,2053013552326770905,102.67
3901044,2053013552326770905,51.22
3900590,2053013552326770905,89.96
3900589,2053013552326770905,108.09
3900739,2053013552326770905,64.05
3900803,2053013552326770905,579.16
3900045,2053013552326770905,109.55
3901106,2053013552326770905,253.56
3900841,2053013552326770905,64.07
3900591,2053013552326770905,154.42
3900749,2053013552326770905,100.11
3901050,2053013552326770905,124.3
3900080,2053013552326770905,138.99
3900535,2053013552326770905,102.94
3901012,2053013552326770905,101.14
3901092,2053013552326770905,83.12
3900930,2053013552326770905,90.32
3900536,2053013552326770905,118.38
3900970,2053013552326770905,120.12
3901175,2053013552326770905,74.62
3900817,2053013552326770905,93.32
3900814,2053013552326770905,167.57
3900748,2053013552326770905,205.9
3900432,2053013552326770905,133.83
3901179,2053013552326770905,92.64
3900745,2053013552326770905,231.46
3900929,2053013552326770905,138.46
3900968,2053013552326770905,87.49
3901061,2053013552326770905,1395.12
3901161,2053013552326770905,105.51
3900435,2053013552326770905,97.79
3901192,2053013552326770905,110.66
3901062,2053013552326770905,128.68
3901196,2053013552326770905,100.36
3901180,2053013552326770905,84.92
3900950,2053013552326770905,133.34
3901164,2053013552326770905,171.41
3900952,2053013552326770905,161.58
3900842,2053013552326770905,83.63
3901184,2053013552326770905,100.36
3901186,2053013552326770905,172.44
3900848,2053013552326770905,102.94
3901200,2053013552326770905,66.9
3900790,2053013552326770905,353.6
3901193,2053013552326770905,110.66
3901189,2053013552326770905,149.27
3901181,2053013552326770905,108.09
3901158,2053013552326770905,231.64
3900840,2053013552326770905,83.37
3901194,2053013552326770905,66.9
3900953,2053013552326770905,195.86
3900722,2053013552326770905,100.13
3901185,2053013552326770905,123.53
3901190,2053013552326770905,131.25
3901187,2053013552326770905,105.51
3900055,2053013552326770905,78.48
3900812,2053013552326770905,417.85
3900655,2053013552326770905,84.61
3901098,2053013552326770905,129.19
1307187,2053013558920217191,864.86
1307073,2053013558920217191,669.0
1306949,2053013558920217191,486.47
1307059,2053013558920217191,1595.92
1306314,2053013558920217191,1570.16
1307074,2053013558920217191,772.19
1307051,2053013558920217191,1776.11
1306359,2053013558920217191,643.49
1307366,2053013558920217191,248.62
1306310,2053013558920217191,1352.42
1307054,2053013558920217191,1351.39
1306987,2053013558920217191,845.5
1306798,2053013558920217191,332.05
1307336,2053013558920217191,357.25
1306980,2053013558920217191,500.89
1307004,2053013558920217191,290.6
1304409,2053013558920217191,1402.87
1307337,2053013558920217191,540.3
1307316,2053013558920217191,248.89
1306659,2053013558920217191,318.41
1307069,2053013558920217191,512.24
1306747,2053013558920217191,450.18
1307310,2053013558920217191,308.12
1306466,2053013558920217191,1695.43
1306975,2053013558920217191,988.97
1307055,2053013558920217191,1798.99
1306797,2053013558920217191,283.12
1307057,2053013558920217191,1572.76
1305996,2053013558920217191,391.0
1306754,2053013558920217191,347.47
1307315,2053013558920217191,491.39
1307136,2053013558920217191,514.04
1307143,2053013558920217191,669.0
1307145,2053013558920217191,802.85
1306315,2053013558920217191,1364.0
45500009,2109094148110811752,9.24
1306312,2053013558920217191,1364.0
1306521,2053013558920217191,1940.82
1307237,2053013558920217191,257.38
1306185,2053013558920217191,386.08
1307139,2053013558920217191,1116.89
1307192,2053013558920217191,1266.42
1306569,2053013558920217191,1055.11
1306323,2053013558920217191,635.77
1307186,2053013558920217191,1029.37
1307311,2053013558920217191,509.41
1307307,2053013558920217191,980.46
1307151,2053013558920217191,329.46
1307152,2053013558920217191,656.13
1305706,2053013558920217191,1544.18
1307356,2053013558920217191,373.21
1307189,2053013558920217191,672.1
1306948,2053013558920217191,694.97
1304808,2053013558920217191,1073.36
1307065,2053013558920217191,453.01
1307135,2053013558920217191,320.35
1307385,2053013558920217191,337.17
1307016,2053013558920217191,725.63
1306776,2053013558920217191,977.37
1307140,2053013558920217191,333.86
1307324,2053013558920217191,1109.17
1307377,2053013558920217191,437.56
1307178,2053013558920217191,388.43
1306646,2053013558920217191,591.26
1306730,2053013558920217191,365.26
1307068,2053013558920217191,303.48
